ActionsExecuted, UniqueStates
0,0
1,1
2,2
3,3
4,3
5,3
6,3
7,3
8,3
9,3
10,4
11,4
12,4
13,5
14,5
15,5
16,5
17,5
18,5
19,5
20,5
21,5
22,5
23,5
24,5
25,5
26,6
27,6
28,6
29,6
30,6
31,6
32,6
33,6
34,6
35,6
36,6
37,6
38,6
39,6
40,7
41,8
42,8
43,8
44,8
45,8
46,8
47,8
48,8
49,9
50,10
51,10
52,10
53,10
54,10
55,10
56,10
57,10
58,10
59,10
60,11
61,11
62,11
63,11
64,11
65,12
66,12
67,12
68,12
69,12
70,12
71,12
72,12
73,12
74,12
75,12
76,12
77,12
78,12
79,12
80,12
81,12
82,12
83,12
84,12
85,12
86,13
87,14
88,15
89,15
90,15
91,15
92,16
93,16
94,17
95,17
96,17
97,17
98,18
99,19
100,19
101,19
102,19
103,20
104,20
105,20
106,20
107,20
108,20
109,20
110,20
111,20
112,20
113,20
114,20
115,20
116,20
117,20
118,20
119,20
120,20
121,20
122,20
123,20
124,20
125,20
126,20
127,20
128,20
129,20
130,20
131,20
132,20
133,20
134,21
135,22
136,22
137,23
138,23
139,23
140,24
141,24
142,24
143,24
144,24
145,25
146,25
147,25
148,26
149,26
150,27
151,28
152,28
153,28
154,28
155,28
156,28
157,28
158,28
159,28
160,28
161,28
162,28
163,28
164,28
165,29
166,29
167,29
168,29
169,29
170,29
171,29
172,29
173,29
174,29
175,29
176,29
177,29
178,29
179,30
180,30
181,30
182,30
183,30
184,30
185,30
186,30
187,30
188,30
189,30
190,30
191,31
192,31
193,31
194,31
195,31
196,32
197,32
198,32
199,32
200,32
201,33
202,34
203,34
204,35
205,35
206,35
207,35
208,35
209,35
210,35
211,36
212,37
213,37
214,38
215,38
216,38
217,38
218,39
219,39
220,39
221,39
222,40
223,40
224,40
225,40
226,40
227,40
228,40
229,40
230,40
231,40
232,40
233,40
234,41
235,41
236,42
237,42
238,42
239,42
240,42
241,42
242,42
243,43
244,43
245,44
246,44
247,44
248,44
249,44
250,44
251,45
252,46
253,46
254,46
255,46
256,46
257,46
258,46
259,46
260,46
261,46
262,46
263,46
264,46
265,46
266,46
267,46
268,46
269,47
270,48
271,48
272,49
273,49
274,49
275,49
276,49
277,49
278,49
279,49
280,49
281,49
282,50
283,50
284,50
285,50
286,50
287,50
288,50
289,50
290,51
291,51
292,51
293,51
294,51
295,51
296,51
297,51
298,51
299,52
300,53
301,53
302,53
303,53
304,53
305,53
306,53
307,53
308,54
309,54
310,54
311,54
312,54
313,54
314,54
315,54
316,54
317,55
318,56
319,56
320,56
321,56
322,56
323,56
324,56
325,57
326,57
327,57
328,57
329,57
330,57
331,57
332,57
333,57
334,58
335,58
336,58
337,58
338,58
339,58
340,58
341,58
342,58
343,58
344,58
345,58
346,58
347,58
348,58
349,58
350,58
351,58
352,58
353,58
354,58
355,58
356,58
357,58
358,58
359,58
360,58
361,58
362,58
363,58
364,58
365,58
366,58
367,58
368,58
369,58
370,58
371,58
372,58
373,58
374,58
375,58
376,59
377,60
378,60
379,60
380,60
381,61
382,61
383,62
384,62
385,62
386,62
387,62
388,62
389,62
390,62
391,63
392,63
393,63
394,63
395,64
396,64
397,64
398,64
399,64
400,64
401,65
402,65
403,65
404,65
405,66
406,66
407,66
408,66
409,66
410,66
411,67
412,67
413,67
414,67
415,67
416,67
417,67
418,67
419,67
420,67
421,67
422,67
423,67
424,67
425,67
426,67
427,67
428,67
429,67
430,67
431,67
432,67
433,67
434,68
435,68
436,68
437,68
438,68
439,68
440,68
441,68
442,68
443,68
444,68
445,68
446,68
447,68
448,68
449,68
450,68
451,68
452,68
453,68
454,68
455,68
456,68
457,69
458,69
459,69
460,69
461,69
462,69
463,69
464,69
465,69
466,69
467,69
468,69
469,69
470,69
471,69
472,70
473,70
474,70
475,70
476,70
477,70
478,70
479,70
480,70
481,70
482,70
483,70
484,70
485,70
486,70
487,70
488,70
489,70
490,70
491,70
492,70
493,70
494,70
495,70
496,70
