ActionsExecuted, UniqueStates
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,8
10,9
11,9
12,10
13,11
14,11
15,12
16,13
17,13
18,13
19,13
20,13
21,13
22,13
23,13
24,14
25,15
26,16
27,17
28,18
29,18
30,18
31,18
32,18
33,18
34,18
35,18
36,18
37,18
38,18
39,19
40,19
41,19
42,20
43,20
44,20
45,20
46,21
47,21
48,21
49,21
50,21
51,22
52,22
53,22
54,22
55,22
56,22
57,22
58,23
59,23
60,23
61,24
62,24
63,24
64,24
65,25
66,25
67,26
68,26
69,26
70,26
71,26
72,26
73,26
74,27
75,27
76,27
77,27
78,27
79,27
80,27
81,28
82,28
83,28
84,28
85,28
86,28
87,28
88,28
89,28
90,28
91,28
92,28
93,28
94,28
95,28
96,28
97,28
98,28
99,28
100,28
101,28
102,28
103,29
104,29
105,29
106,29
107,29
108,29
109,30
110,30
111,31
112,32
113,32
114,32
115,32
116,32
117,32
118,32
119,32
120,32
121,32
122,32
123,32
124,32
125,32
126,32
127,32
128,32
129,32
130,32
131,32
132,32
133,32
134,32
135,32
136,32
137,32
138,32
139,32
140,33
141,33
142,33
143,34
144,34
145,34
146,34
147,34
148,34
149,34
150,34
151,34
152,34
153,34
154,34
155,34
156,34
157,34
158,34
159,34
160,34
161,34
162,34
163,34
164,34
165,34
166,34
167,34
168,34
169,34
170,34
171,34
172,34
173,34
174,35
175,35
176,35
177,35
178,35
179,36
180,37
181,38
182,39
183,39
184,39
185,40
186,40
187,41
188,41
189,42
190,43
191,43
192,43
193,43
194,43
195,44
196,45
197,45
198,46
199,46
200,46
201,46
202,47
203,47
204,47
205,47
206,47
207,47
208,47
209,48
210,49
211,50
212,50
213,51
214,51
215,51
216,51
217,51
218,51
219,51
220,51
221,51
222,51
223,51
224,51
225,51
226,51
227,51
228,51
229,51
230,51
231,51
232,51
233,51
234,51
235,51
236,51
237,51
238,51
239,51
240,51
241,51
242,51
243,51
244,51
245,51
246,51
247,51
248,51
249,51
250,51
251,51
252,51
253,51
254,51
255,51
256,51
257,51
258,51
259,51
260,51
261,51
262,52
263,52
264,52
265,52
266,52
267,53
268,53
269,53
270,53
271,53
272,54
273,54
274,54
275,55
276,55
277,55
278,55
279,55
280,55
281,55
282,55
283,56
284,56
285,56
286,56
287,56
288,56
289,56
290,56
291,56
292,56
293,56
294,56
295,56
296,56
297,56
298,56
299,56
300,56
301,57
302,58
303,58
304,58
305,58
306,59
307,59
308,59
309,60
310,61
311,61
312,61
313,61
314,61
315,61
316,61
317,61
318,61
319,61
320,61
321,61
322,61
323,61
324,62
325,63
326,63
327,63
328,63
329,64
330,65
331,65
332,66
333,66
334,66
335,66
336,66
337,67
338,68
339,68
340,68
341,68
342,68
343,68
344,68
345,68
346,68
347,68
348,68
349,68
350,68
351,68
352,68
353,68
354,68
355,69
356,69
357,69
358,69
359,69
360,69
361,69
362,69
363,69
364,69
365,69
366,69
367,69
368,69
369,69
370,69
371,69
372,69
373,70
374,70
375,70
376,70
377,71
378,71
379,72
380,72
381,72
382,72
383,72
384,72
385,72
386,72
387,72
388,73
389,74
390,75
391,76
392,76
393,76
394,76
395,77
396,78
397,79
398,80
399,81
400,82
401,82
402,82
403,82
404,82
405,82
406,83
407,83
408,84
409,85
410,86
411,86
412,86
413,86
414,87
415,87
416,87
417,87
418,88
419,88
420,88
421,88
422,88
423,89
424,89
425,89
426,89
427,89
428,89
429,90
430,90
431,91
432,91
433,91
434,91
435,91
436,91
437,91
438,92
439,92
440,92
441,92
442,92
443,92
444,92
445,92
446,92
447,92
448,92
449,92
450,92
451,92
452,92
453,92
454,92
455,93
456,93
457,93
458,94
459,94
460,94
461,94
462,94
463,94
464,94
465,94
466,94
467,94
468,94
469,94
470,94
471,94
472,94
473,94
474,94
475,94
476,94
477,94
478,94
479,94
480,94
481,95
