ActionsExecuted, UniqueStates
1,1
2,2
3,3
4,4
5,5
6,5
7,5
8,5
9,6
10,7
11,7
12,7
13,7
14,7
15,8
16,8
17,8
18,8
19,8
20,8
21,9
22,9
23,9
24,10
25,10
26,11
27,11
28,11
29,11
30,11
31,11
32,11
33,11
34,11
35,11
36,12
37,12
38,13
39,13
40,13
41,14
42,14
43,14
44,14
45,14
46,15
47,15
48,15
49,16
50,16
51,17
52,17
53,17
54,18
55,18
56,18
57,18
58,18
59,19
60,20
61,20
62,20
63,20
64,20
65,20
66,20
67,21
68,22
69,22
70,22
71,22
72,22
73,22
74,22
75,22
76,22
77,23
78,24
79,25
80,25
81,25
82,25
83,25
84,25
85,25
86,26
87,27
88,28
89,28
90,28
91,28
92,28
93,28
94,28
95,28
96,29
97,30
98,30
99,30
100,30
