ActionsExecuted, UniqueStates
1,1
2,1
3,2
4,3
5,4
6,5
7,6
8,7
9,8
10,8
11,9
12,9
13,9
14,9
15,9
16,9
17,9
18,10
19,11
20,12
21,12
22,12
23,12
24,12
25,12
26,12
27,12
28,12
29,12
30,12
31,12
32,12
33,12
34,12
35,12
36,12
37,13
38,14
39,15
40,15
41,15
42,16
43,17
44,18
45,18
46,18
47,19
48,19
49,19
50,19
51,20
52,20
53,20
54,20
55,20
56,20
57,20
58,20
59,20
60,20
61,20
62,21
63,22
64,23
65,24
66,24
67,25
68,26
69,26
70,26
71,26
72,26
73,26
74,27
75,28
76,28
77,29
78,29
79,30
80,31
81,31
82,31
83,32
84,32
85,33
86,33
87,34
88,34
89,35
90,36
91,36
92,37
93,38
94,38
95,38
96,38
97,38
98,39
99,40
100,41
