ActionsExecuted, UniqueStates
1,1
2,2
3,2
4,3
5,3
6,4
7,4
8,4
9,4
10,4
11,4
12,5
13,5
14,6
15,6
16,6
17,6
18,7
19,7
20,7
21,7
22,7
23,8
24,8
25,8
26,9
27,9
28,9
29,10
30,10
31,10
32,11
33,11
34,11
35,11
36,12
37,12
38,12
39,13
40,13
41,13
42,13
43,13
44,14
45,14
46,14
47,15
48,15
49,15
50,16
51,16
52,16
53,17
54,18
55,19
56,19
57,20
58,20
59,20
60,20
61,20
62,20
63,20
64,21
65,21
66,21
67,21
68,22
69,22
70,22
71,22
72,22
73,22
74,22
75,23
76,23
77,23
78,23
79,23
80,23
81,23
82,23
83,23
84,23
85,23
86,24
87,24
88,24
89,24
90,24
91,24
92,24
93,24
94,24
95,25
96,25
97,25
98,25
99,26
100,26
101,27
102,27
103,27
104,27
105,27
106,27
107,28
108,28
109,29
110,29
111,29
112,29
113,29
114,29
115,29
116,30
117,30
118,30
119,30
120,30
121,30
122,30
123,30
124,31
125,31
126,31
127,31
128,31
129,31
130,31
131,31
132,31
133,31
134,31
135,31
136,32
137,32
138,33
139,33
140,33
141,34
142,34
143,34
144,34
145,34
146,34
147,34
148,35
149,36
150,36
151,36
152,36
153,36
154,36
155,36
156,36
157,36
158,36
159,36
160,36
161,37
162,37
163,37
164,37
165,37
166,37
167,37
168,37
169,37
170,37
171,37
172,37
173,37
174,37
175,37
176,37
177,37
178,37
179,37
180,37
181,37
182,37
183,37
184,38
185,38
186,38
187,38
188,38
189,38
190,38
191,38
192,38
193,38
194,38
195,38
196,38
197,38
198,38
199,38
200,38
201,38
202,38
203,38
204,38
205,38
206,39
207,39
208,39
209,39
210,39
211,39
212,39
213,40
214,41
215,41
216,41
217,41
218,41
219,41
220,41
221,41
222,41
223,41
224,41
225,41
226,41
227,41
228,41
229,41
230,41
231,41
232,41
233,41
234,42
235,42
236,43
237,43
238,43
239,44
240,44
241,44
242,44
243,44
244,44
245,45
246,46
247,47
248,47
249,47
250,47
251,47
252,47
253,47
254,48
255,48
256,48
257,48
258,48
259,48
260,48
261,48
262,49
263,49
264,49
265,49
266,49
267,49
268,49
269,49
270,49
271,49
272,50
273,51
274,51
275,51
276,52
277,52
278,52
279,52
280,53
281,53
282,54
283,54
284,54
285,54
286,54
287,54
288,55
289,55
290,55
291,56
292,56
293,56
294,57
295,57
296,57
297,57
298,58
299,58
300,59
301,59
302,59
303,59
304,59
305,60
306,60
307,61
308,61
309,61
310,61
311,61
312,62
313,62
314,62
315,62
316,62
317,62
318,63
319,63
320,63
321,63
322,63
323,63
324,63
325,63
326,63
327,63
328,63
329,64
330,65
331,66
332,66
333,66
334,66
335,66
336,66
337,66
338,67
339,67
340,67
341,68
342,68
343,68
344,68
345,68
346,68
347,68
348,68
349,68
350,68
351,68
352,68
353,68
354,68
355,69
356,70
357,71
358,72
359,73
360,73
361,73
362,74
363,75
364,75
365,75
366,75
367,75
368,75
369,75
370,76
371,76
372,77
373,78
374,79
375,79
376,80
377,81
378,82
379,82
380,82
381,82
382,82
383,82
384,82
385,83
386,84
387,85
388,86
389,86
390,87
391,87
392,87
393,87
394,87
395,87
396,87
397,87
398,87
399,87
400,87
401,87
402,87
403,87
404,87
405,88
406,88
407,88
408,88
409,88
410,88
411,88
412,88
413,88
414,88
415,88
416,89
417,90
418,90
419,90
420,90
421,90
422,90
423,90
424,90
425,90
426,90
427,90
428,90
429,90
430,90
431,90
432,90
433,90
434,90
435,91
436,92
437,92
438,93
439,93
440,93
441,93
442,93
443,94
444,95
445,96
446,96
447,96
448,96
449,96
450,96
451,96
452,96
453,96
454,97
455,97
456,97
457,97
458,97
459,97
460,97
461,97
462,97
463,97
464,97
465,97
466,97
467,97
468,97
469,97
470,97
471,97
472,97
473,97
474,97
475,97
476,97
477,97
478,97
479,97
480,97
481,97
482,97
483,97
484,97
485,97
486,97
487,98
488,99
489,100
490,101
491,101
492,101
493,101
494,101
495,101
496,101
497,101
498,101
499,101
500,101
