ActionsExecuted, UniqueStates
1,1
2,2
3,2
4,2
5,2
6,2
7,2
8,3
9,4
10,4
11,4
12,4
13,5
14,6
15,6
16,7
17,8
18,9
19,9
20,9
21,10
22,10
23,10
24,11
25,11
26,11
27,12
28,12
29,12
30,13
31,14
32,14
33,15
34,16
35,16
36,17
37,17
38,17
39,18
40,19
41,19
42,20
43,20
44,20
45,20
46,20
47,20
48,20
49,20
50,20
51,20
52,20
53,20
54,20
55,20
56,20
57,20
58,20
59,20
60,20
61,20
62,20
63,20
64,20
65,20
66,20
67,20
68,20
69,20
70,20
71,21
72,21
73,21
74,22
75,22
76,22
77,22
78,22
79,22
80,22
81,22
82,22
83,22
84,22
85,22
86,22
87,22
88,22
89,22
90,22
91,22
92,22
93,22
94,22
95,22
96,22
97,22
98,22
99,22
100,23
