ActionsExecuted, UniqueStates
1,1
2,2
3,3
4,3
5,4
6,4
7,4
8,4
9,4
10,4
11,4
12,4
13,4
14,4
15,5
16,5
17,5
18,5
19,5
20,5
21,5
22,6
23,6
24,6
25,6
26,7
27,7
28,8
29,9
30,9
31,9
32,10
33,10
34,11
35,11
36,11
37,11
38,11
39,11
40,11
41,12
42,13
43,13
44,13
45,13
46,14
47,14
48,15
49,15
50,16
51,16
52,16
53,17
54,18
55,19
56,19
57,20
58,21
59,21
60,21
61,21
62,21
63,22
64,22
65,22
66,22
67,22
68,22
69,23
70,23
71,23
72,23
73,23
74,23
75,23
76,23
77,23
78,23
79,23
80,24
81,25
82,26
83,27
84,28
85,28
86,28
87,28
88,29
89,30
90,31
91,31
92,31
93,32
94,32
95,32
