ActionsExecuted, UniqueStates
1,1
2,1
3,2
4,2
5,3
6,3
7,3
8,3
9,3
10,3
11,3
12,3
13,3
14,3
15,3
16,4
17,5
18,5
19,6
20,7
21,7
22,7
23,7
24,8
25,8
26,8
27,8
28,8
29,8
30,9
31,9
32,9
33,10
34,10
35,10
36,10
37,10
38,11
39,11
40,11
41,11
42,12
43,12
44,12
45,13
46,14
47,15
48,16
49,17
50,17
51,18
52,18
53,18
54,18
55,18
56,19
57,19
58,19
59,19
60,19
61,20
62,21
63,22
64,22
65,22
66,22
67,22
68,22
69,22
70,22
71,22
72,22
73,23
74,23
75,23
76,24
77,24
78,24
79,24
80,24
81,24
82,24
83,25
84,25
85,25
86,26
87,26
88,26
89,26
90,26
91,26
92,27
93,27
94,28
95,28
96,28
97,28
98,28
