ActionsExecuted, UniqueStates
1,1
2,2
3,2
4,3
5,4
6,4
7,5
8,5
9,6
10,6
11,6
12,7
13,7
14,8
15,8
16,9
17,10
18,11
19,11
20,12
21,13
22,13
23,13
24,13
25,13
26,13
27,14
28,14
29,14
30,14
31,15
32,15
33,15
34,15
35,15
36,16
37,16
38,16
39,16
40,17
41,18
42,19
43,19
44,20
45,20
46,20
47,20
48,20
49,21
50,21
51,21
52,21
53,21
54,22
55,22
56,22
57,22
58,22
59,22
60,22
61,22
62,23
63,23
64,24
65,24
66,24
67,25
68,26
69,27
70,28
71,28
72,29
73,30
74,30
75,30
76,31
77,31
78,31
79,32
80,32
81,33
82,33
83,33
84,34
85,35
86,36
87,36
88,36
89,36
90,37
91,38
92,39
93,40
94,40
95,41
96,42
97,42
98,43
