ActionsExecuted, UniqueStates
1,1
2,2
3,2
4,3
5,4
6,4
7,5
8,5
9,6
10,7
11,8
12,9
13,9
14,9
15,9
16,10
17,11
18,11
19,12
20,12
21,13
22,13
23,13
24,14
25,15
26,16
27,17
28,17
29,17
30,17
31,17
32,17
33,17
34,17
35,17
36,17
37,17
38,17
39,17
40,18
41,18
42,19
43,20
44,20
45,20
46,20
47,20
48,20
49,21
50,22
51,22
52,22
53,22
54,23
55,23
56,23
57,23
58,24
59,24
60,25
61,25
62,25
63,25
64,25
65,26
66,26
67,26
68,26
69,26
70,26
71,27
72,27
73,27
74,27
75,27
76,27
77,27
78,27
79,27
80,27
81,28
82,28
83,28
84,28
85,28
86,28
87,28
88,29
89,29
90,29
91,29
92,29
93,29
94,29
95,29
96,29
97,29
98,29
99,29
100,29
