ActionsExecuted, UniqueStates
1,1
2,2
3,3
4,3
5,4
6,4
7,5
8,5
9,6
10,7
11,7
12,7
13,7
14,7
15,7
16,7
17,8
18,8
19,9
20,9
21,10
22,11
23,12
24,13
25,14
26,14
27,14
28,14
29,14
30,14
31,14
32,14
33,15
34,15
35,16
36,17
37,17
38,17
39,18
40,18
41,19
42,19
43,19
44,19
45,19
46,19
47,19
48,19
49,20
50,21
51,22
52,22
53,23
54,23
55,23
56,23
57,23
58,23
59,23
60,23
61,23
62,23
63,23
64,24
65,25
66,26
67,27
68,27
69,27
70,27
71,28
72,28
73,28
74,28
75,28
76,28
77,29
78,30
79,30
80,31
81,31
82,32
83,33
84,33
85,34
86,35
87,36
88,36
89,37
90,37
91,37
92,37
93,37
94,37
95,37
96,37
97,37
98,37
99,37
100,37
