ActionsExecuted, UniqueStates
1,1
2,2
3,3
4,4
5,4
6,4
7,5
8,5
9,5
10,5
11,5
12,5
13,5
14,5
15,5
16,5
17,5
18,6
19,7
20,7
21,7
22,7
23,7
24,7
25,7
26,7
27,7
28,7
29,7
30,7
31,7
32,7
33,7
34,7
35,7
36,7
37,7
38,7
39,7
40,7
41,7
42,7
43,7
44,7
45,7
46,7
47,7
48,7
49,7
50,7
51,7
52,7
53,7
54,7
55,8
56,8
57,8
58,8
59,8
60,9
61,10
62,10
63,11
64,12
65,12
66,12
67,12
68,13
69,14
70,15
71,16
72,16
73,17
74,18
75,18
76,18
77,19
78,19
79,19
80,20
81,20
82,21
83,21
84,22
85,23
86,23
87,23
88,23
89,23
90,23
91,23
92,23
93,23
94,24
95,25
96,25
97,26
98,26
99,27
100,27
