ActionsExecuted, UniqueStates
1,1
2,2
3,2
4,3
5,3
6,4
7,4
8,5
9,6
10,7
11,8
12,8
13,8
14,9
15,10
16,11
17,12
18,12
19,12
20,12
21,12
22,12
23,12
24,13
25,13
26,13
27,13
28,13
29,13
30,13
31,13
32,13
33,14
34,15
35,15
36,15
37,15
38,15
39,16
40,17
41,18
42,19
43,19
44,20
45,21
46,22
47,22
48,23
49,23
50,23
51,23
52,24
53,24
54,24
55,24
56,25
57,25
58,25
59,25
60,25
61,25
62,25
63,25
64,25
65,26
66,26
67,27
68,28
69,28
70,28
71,28
72,28
73,28
74,28
75,28
76,28
77,28
78,28
79,28
80,28
81,28
82,28
83,28
84,28
85,28
86,28
87,28
88,28
89,28
90,28
91,28
92,28
93,29
94,30
95,31
96,32
97,33
98,33
99,34
100,35
