ActionsExecuted, UniqueStates
1,1
2,2
3,2
4,2
5,2
6,2
7,3
8,3
9,3
10,3
11,4
12,5
13,6
14,6
15,7
16,8
17,8
18,9
19,10
20,11
21,11
22,11
23,12
24,13
25,13
26,13
27,13
28,13
29,14
30,15
31,16
32,16
33,16
34,17
35,17
36,17
37,17
38,17
39,17
40,17
41,18
42,19
43,19
44,20
45,20
46,20
47,20
48,20
49,20
50,20
51,20
52,20
53,20
54,20
55,20
56,20
57,20
58,20
59,20
60,20
61,20
62,20
63,20
64,21
65,21
66,21
67,21
68,22
69,23
70,23
71,24
72,24
73,24
74,24
75,24
76,24
77,24
78,25
79,25
80,25
81,26
82,26
83,26
84,26
85,26
86,26
87,26
88,26
89,26
90,26
91,26
92,26
93,27
94,27
95,27
96,28
97,28
98,28
99,29
100,29
