ActionsExecuted, UniqueStates
1,1
2,2
3,3
4,4
5,4
6,4
7,5
8,5
9,6
10,7
11,7
12,7
13,7
14,7
15,7
16,7
17,7
18,8
19,8
20,8
21,8
22,8
23,8
24,9
25,9
26,9
27,10
28,10
29,10
30,10
31,10
32,10
33,10
34,10
35,10
36,10
37,10
38,10
39,10
40,10
41,11
42,11
43,12
44,12
45,12
46,12
47,12
48,12
49,12
50,12
51,13
52,14
53,14
54,14
55,15
56,15
57,15
58,16
59,17
60,18
61,18
62,19
63,19
64,19
65,19
66,20
67,21
68,21
69,21
70,21
71,21
72,22
73,23
74,23
75,23
76,24
77,25
78,25
79,25
80,25
81,25
82,25
83,25
84,25
85,25
86,26
87,26
88,26
89,26
90,26
91,27
92,27
93,27
94,27
95,27
96,27
97,28
98,29
99,30
100,30
