ActionsExecuted, UniqueStates
1,1
2,2
3,3
4,4
5,5
6,5
7,5
8,6
9,7
10,8
11,9
12,9
13,10
14,10
15,11
16,11
17,12
18,13
19,13
20,13
21,13
22,13
23,14
24,14
25,14
26,14
27,14
28,14
29,14
30,14
31,14
32,14
33,14
34,14
35,14
36,14
37,14
38,14
39,14
40,14
41,14
42,14
43,14
44,14
45,14
46,14
47,14
48,14
49,14
50,14
51,14
52,15
53,15
54,16
55,16
56,17
57,17
58,17
59,17
60,17
61,17
62,17
63,17
64,17
65,17
66,17
67,17
68,18
69,18
70,18
71,18
72,19
73,19
74,19
75,19
76,19
77,19
78,20
79,20
80,20
81,21
82,21
83,22
84,23
85,23
86,23
87,23
88,23
89,23
90,24
91,25
92,25
93,25
94,26
95,27
96,27
97,27
98,27
99,28
100,28
