ActionsExecuted, UniqueStates
1,1
2,1
3,1
4,2
5,2
6,3
7,4
8,5
9,6
10,7
11,8
12,8
13,8
14,8
15,9
16,9
17,9
18,9
19,10
20,11
21,11
22,11
23,12
24,13
25,14
26,14
27,15
28,16
29,17
30,17
31,17
32,18
33,19
34,19
35,20
36,21
37,22
38,23
39,23
40,23
41,24
42,25
43,26
44,27
45,27
46,27
47,27
48,28
49,29
50,30
51,31
52,32
53,32
54,32
55,32
56,32
57,32
58,33
59,33
60,33
61,33
62,34
63,35
64,35
65,35
66,35
67,35
68,35
69,35
70,35
71,35
72,35
73,35
74,36
75,36
76,37
77,37
78,37
79,38
80,39
81,40
82,40
83,41
84,41
85,41
86,41
87,42
