ActionsExecuted, UniqueStates
1,1
2,1
3,2
4,3
5,3
6,4
7,4
8,5
9,6
10,6
11,7
12,8
13,9
14,9
15,10
16,10
17,11
18,12
19,12
20,12
21,12
22,12
23,12
24,12
25,12
26,12
27,12
28,12
29,12
30,12
31,13
32,13
33,13
34,13
35,13
36,13
37,13
38,13
39,13
40,13
41,13
42,13
43,13
44,13
45,13
46,13
47,13
48,13
49,13
50,13
51,13
52,13
53,13
54,13
55,13
56,13
57,13
58,13
59,13
60,13
61,13
62,13
63,13
64,13
65,13
66,13
67,13
68,13
69,14
70,14
71,14
72,14
73,15
74,15
75,16
76,17
77,18
78,18
79,18
80,18
81,18
82,18
83,19
84,19
85,19
86,19
87,20
88,20
89,21
90,22
91,22
92,23
93,23
94,24
95,24
96,24
97,25
98,26
99,27
100,28
