ActionsExecuted, UniqueStates
1,1
2,1
3,2
4,2
5,2
6,3
7,3
8,3
9,4
10,4
11,4
12,4
13,4
14,4
15,4
16,4
17,4
18,4
19,5
20,6
21,6
22,6
23,6
24,6
25,6
26,6
27,6
28,6
29,6
30,6
31,7
32,7
33,7
34,7
35,7
36,8
37,9
38,9
39,9
40,9
41,9
42,10
43,11
44,11
45,11
46,11
47,11
48,11
49,12
50,12
51,13
52,14
53,14
54,14
55,14
56,14
57,14
58,14
59,15
60,16
61,16
62,16
63,16
64,16
65,16
66,16
67,16
68,16
69,17
70,17
71,17
72,17
73,18
74,19
75,19
76,19
77,19
78,19
79,20
80,21
81,21
82,21
83,21
84,21
85,21
86,21
87,21
88,21
89,22
90,23
91,24
92,24
93,24
94,24
95,24
96,24
97,24
98,24
99,24
100,24
