ActionsExecuted, UniqueStates
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,7
9,7
10,8
11,9
12,10
13,11
14,12
15,13
16,13
17,13
18,14
19,14
20,15
21,15
22,16
23,17
24,18
25,18
26,18
27,18
28,19
29,19
30,20
31,20
32,21
33,21
34,22
35,22
36,22
37,22
38,22
39,22
40,23
41,23
42,23
43,23
44,24
45,25
46,25
47,25
48,25
49,25
50,25
51,25
52,25
53,25
54,25
55,26
56,27
57,28
58,28
59,29
60,29
61,29
62,30
63,30
64,30
65,30
66,30
67,30
68,30
69,30
70,31
71,31
72,31
73,31
74,31
75,31
76,31
77,31
78,31
79,31
80,31
81,31
82,31
83,32
84,33
85,33
86,34
87,35
88,36
89,37
90,38
91,38
92,38
93,38
94,38
95,38
96,39
97,39
98,39
99,40
100,40
