ActionsExecuted, UniqueStates
1,1
2,2
3,2
4,3
5,4
6,4
7,4
8,5
9,6
10,7
11,8
12,9
13,10
14,11
15,11
16,12
17,12
18,13
19,14
20,15
21,16
22,16
23,16
24,17
25,18
26,19
27,19
28,19
29,19
30,20
31,20
32,21
33,21
34,22
35,23
36,24
37,25
38,26
39,27
40,27
41,27
42,27
43,27
44,27
45,28
46,29
47,30
48,30
49,30
50,30
51,30
52,30
53,31
54,32
55,33
56,34
57,35
58,36
59,36
60,36
61,36
62,36
63,37
64,38
65,39
66,39
67,39
68,40
69,40
70,41
71,41
72,42
73,43
74,43
75,43
76,43
77,43
78,43
79,43
80,43
81,44
82,44
83,44
84,44
85,45
86,45
87,45
88,45
89,46
90,46
91,46
92,47
93,47
94,48
95,48
96,49
97,49
98,50
