ActionsExecuted, UniqueStates
1,1
2,2
3,3
4,4
5,4
6,4
7,5
8,5
9,6
10,7
11,8
12,9
13,10
14,10
15,10
16,10
17,10
18,11
19,12
20,12
21,12
22,13
23,14
24,14
25,15
26,16
27,17
28,17
29,18
30,19
31,20
32,21
33,21
34,21
35,22
36,23
37,23
38,24
39,24
40,24
41,24
42,24
43,24
44,25
45,25
46,25
47,25
48,26
49,27
50,28
51,29
52,30
53,31
54,31
55,32
56,33
57,34
58,35
59,36
60,37
61,38
62,39
63,40
64,41
65,42
66,43
67,44
68,45
69,46
70,47
71,48
72,48
73,49
74,49
75,50
76,51
77,52
78,53
79,54
80,54
81,54
82,54
83,54
84,54
85,54
86,55
87,56
88,57
89,58
90,59
91,60
92,61
93,62
94,62
95,63
96,64
